text,label
The meeting today will be displayed on the Plasma Screens starting at : am (pst).  As we have a limited number of  connections to Houston for this meeting please view the meeting from this area if possible. Regards Dave,Formal
All of the leads are in a PRC meeting today...do you think that means we don't need to do our accomplishments?,Informal
"We've updated the Merger Q&A document on our Enron Updates site , as a result of the many questions you've had concerning the merger between Enron and Dynegy. Questions addressed include those about Enron stock options, benefits and immigration status. Please stay tuned for additional updates.",Formal
Attached please find the modified Transaction Agreement which has been revised to reflect the matters you discussed earlier today.  I modified the third item relating to prior approval by Ormet of incremental costs to cover the situation that such transportation or supply becomes unavailable during the period Enron is obtaining Ormet's prior approval.,Neutral
"Caminus Zai*net Risk Management Training  Noncommercial (optional attendees) may not have handson oppurtunity, depending on number of participants.  However, it may still provide you with a better understanding of the system and the risks being mitigated.",Neutral
"See the attached.  Enron Corp. has already authorized Brian Cherry to add Enron to the list of parties at the end of the document.  I recommend TW do the same.  I propose that we ask Brian to add TW to the list, with a footnote that we support the transmission proposal only and do not oppose the other parts of the term sheet.  (I propose this out of an abundance of caution because in one part of the document Brian states the parties have agreed on comprehensive settlement, but later in the document he states that the parties aren't fully committed yet.)  If he will not agree to do this, then I would suggest we leave TW off the list and file a letter with the CPUC along the lines of what I circulated yesterday, with additional language supporting the motion for extension of time.  Let me know what you think.",Neutral
We have received the executed EEI Master Power Purchase and Sale Agreement dated // from the referenced CP.  Copies will be distributed to Legal and Credit.,Formal
"Men, Last night I ate my leftover NitNoi yellow chicken curry, mmmm..mmmm..Now it wants out. Yes, I'm bored and prohkrasstinayting(E spelling).  must go NOW! C.",Informal
"I just  spoke to Jeff and he is interested in talking to you.  He saw your name on some kind of list for ""redeployment"" and asked if I knew you.   The job is in his fundamental analysis group.  He wants you to send your resume today.Pete",Neutral
"Understanding there won't be a call on Monday, here's a draft of the auction slides that we've been working on for folks to review.",Neutral
"Mark, attached is a Business Review format which may (or may not) be helpful for your Business Review Meeting.  Please take a look and see what you think.  Let me know.",Neutral
"On the evening of December th, we will be moving.  You will receive packing directions for your desk the week of the move.  Boxes and moving labels will be available on Wednesday, December .  Please see below for your new work location.  If you have any questions, please contact your group Assistant.",Formal
"Enron has consented to allow the Federal Bureau of Investigation to search the Enron Building and to interview employees regarding allegations of document destruction.  The company encourages all employees to fully cooperate with the FBI.The company has retained Michael Levy and his law firm Swidler, Berlin, Shereff, Friedman, to advise any employee regarding this matter and to be present with them during any interviews by government investigators.  If you would like to speak with an attorney, please contact Ned Crady of the Legal Department at  or contact Michael Levy's office in Washington, D.C. at  and they will direct you to him here in Houston.",Very Formal
"Hi, Elise.  Sorry to bother you, but when Kali was unwrapping her presents last night, there were two without cards or tags (probably lost in transit!!).  We narrowed it down to Laura and Sofi.  So that we can get the thank you notes correct, did Laura give Kali  a Skipper doll or a bath set in a blue bag?  Thanks for your help.SusanP.S. We ended up selling  boxes at the booth on Saturday.",Informal
our defense is holding us back.  they make me sick.  if we had a defense like baltimore we would be superbowl favorites.  i will try to fly in on that friday.  i am going to take fri and mon off.,Informal
"look at you...such a hoax spreader...haanyway, i was so busy yesterday i didn't have a chance to do anything about it anyway. so no harm, no foul.  how are you doing?  as for Enron, as you well know our stock's not doing so great these days, but i'm not overly stressed...we are still a sound company and shouldn't have any difficulty rebounding from this to a certain extent....i'm actually thinking about buying in to a greater extent at these levels.can't wait to hear how your preparations are coming along...for the wedding and the move.  btw, have you set a firm date yet?talk to you soon,Susan",Informal
"I'm scheduled to meet with Kari at : PST tomorrow, ostensibly to talk about demand buydown.  Also presume to message the letter from Steve Kean to the Senators and our solution (perhaps in advance of meetings, phone calls that might take place later in the week with legislative leaders).  But would like to add to agenda for discussion on tomorrow's daily call in the event folks have additional suggestions.Best,Jeff",Formal
"Baby, I'm going to San Francisco on Aug ?(Sunday) returning Wednesday.  Wanna go??",Very Informal
I have your list and will be sending you an email shortly.Thanks.,Neutral
"Attached is an agenda and attendee list for the December  Enron Wholesale Services Group PRC meeting.  The first part of this meeting will involve a  review of  the PRC results below VP in ENA, EIM, EGM and ENW, in addition to a discussion and approval of promotion nominations.  The VP preranking will begin at  :am and will include preranking of VP's in ENA, EIM, EGM, ENW, CALME, ESA and APACHI.Please note on the attendee list which part of the meeting you need to attend.The meeting is at the St. Regis Hotel; however, please note a change to the Colonnade Room.Should you have any questions regarding this meeting, please contact Sheila Knudsen at X in Houston.",Very Formal
"You forget that I have a sisterinlaw with many single women friends beyond the age of  who actually have attempted to change their dating luck with this book.  I think the very fact they read/apply this book is a great indication of why they are still unattached.  Everybody knows the fastest way to a man's heart is through espn and college football the prerequisite being of course the lady has the Southern charm/accent, blonde hair and preferably blue eyes (but hazel will do in a pinch assuming everything else is there).  See, men are not that selective or demanding.",Very Informal
"Who do you think I would need to call about setting up a concession stand in a county building? ""The county"" is not an appropriate response.",Neutral
"I just got a phone call from Mike Garred, a commodity trader for New Power Company.  He said they were some Enron / JV.  Whatever he needs to trade with us, LC or whatever, he's rearing to go ASAP.  He is wondering where his application is in the online process.  He is very eager to trade power & gas.  His phone no. is .  He said his email says he's not in, but leave him a message he's checking them regularly.  His Credit person is Steve Nolan, located in Connecticut at /.",Neutral
we lost by  i think.  i can't wait until softball is over.  i cant stand the two older guys on the team.  one of them got mad and was kicking a trash can and throwing his glove around.  don't leave me hanging out there again with some of those freaks.  i can't take it.,Very Informal
"We are considering these gentlemen as potential arbitrators.  Judge Davies is a retired judge of the federal district in California.  William Webster, formerly federal judge and Director of the CIA, is now a partner with Milbank in its Washington office.  Please let me know if you have had any contact with Judge Davies or Mr. Webster, and also please describe generally Milbank's past and current representation for your operating company.  Thanks for your help.",Formal
"Rick,I want to bring  Aram Sogomonian back to Enron at s VP level.According to new human resources procedures this decision requiresa support of three senior executives.I want to ask you to express your opinion on Aram (based on a phone interviewor just on your past interactions with him). You can send a reply to Norma Villarreal at H/R.Thanks.Vince",Formal
"Dear Vince:?I am in a somewhat delicate position. One of the  people in the group here has asked me to introduce him to you.? As an El  Paso vice president, I should not have agreed to do this, and frankly, the guy  should not have asked.? But he is clearly very unhappy at El Paso, so, as a  human being, I felt it was appropriate. Also, because this guy would have  contacted you anyway, with or without my introduction, as a professional  courtesy, I would like you to benefit from my experience with this  fellow.?The guy's name is Joao Neves (Portugese).? I  think he is reasonably bright and seems to have a quite deep understanding of  general finance and financial mathematics. He is a manager and feels very  frustrated because he had hoped to be promoted to a position of authority.  Instead the group's M.D. brought in two PriceWaterhouseCoopers consultants as  V.P's to run the structuring and quant sides of the group. In this respect, I  can understand his unhappiness. Unfortunately for him, however, I also think it  is in his nature to whine.? I have observed him to bad mouth lots of people  starting with the IT guys (ok, that's perhaps not much an indictment!) all the  way to dismissing Broadie & Glasserman's or Eduardo Schwartz' works as  shoddy or shallow.? He does not seem to suffer well people he considers  fools.? Caveat Emptor, therefore! Having said all this, I do want to  emphasize that he is a bright guy, is very pleasant with me, and, perhaps given  the appropriate environment and supervision, might be quite productive.?  But don't take my word for it. Talk to him, and see what you think.?  Obviously, I would ask that you keep these comments in confidence. I have given  you an honest assessment  brutally so.?'Nuff said! I have fulfilled my moral obligations  both to Joao and to you.?Best Regards,Grant.",Informal
"After all of the chaos and discontent over the AEP / HPL situation, I thought I would convey some first hand comment in regard to Bob Hall.  Every person that has spoken to me about the AEP / HPL situation, has had nothing but praise for the fair and compassionate way that Bob has dealt with some very difficult situations.  Through my personal observations, I know that he has also done a great job of keeping the ultimate goal of a June closing on track, in the face of  huge obstacles.Since this is PRC time, I thought I would share this with you.If you have any questions or would like some more particulars, please feel to give me a call at x or shoot me an email.",Formal
"hi emily,i left fairly quickly on friday night  sorry i didn't say goodbye  i was in a strange mood, maybe being sick and drunk?  anyway, i feel like i should have socialized more there and regret not talking to janice more, but it was great to see earls people outside of earls amongst friends.  why don't we go to YIM instead of the Space?  i'm happy to go to yoga with other people instead of alone and i can go to any yoga class and enjoy myself, although rockne gets on my nerves if i let him.  i think janice wants to come too?  congratulations on passing all of your courses.  i found graduating to be somewhat anticlimactic  i wish you had a ceremony to go to, but maybe things are different in canada.  i finished reading tuesdays with morrie  great book  it's good to be reminded of certain things in life.  i did get your call last night but deleted your home number.  i called your cell, but no one answered and there was no voice mail for some reason.  can you send on your home number?   	 c ",Informal
"Les, we were unable to find power at a reasonable rate for the  HE  MW schedule so we therefore we just didn't show up in the PX for that hour.  The only offer we recieved was for $ which I felt was too steep to pay.  It turned out well however as the PX price was $ and there was no cong at Mead so we saved them a little money by not buying the $.  Just thought I would let you know.",Neutral
If you are having problems with printing the attachment.  You may have to select your local printer from the Print menu.  (File/Print/Select Printer),Formal
"Can you please add David Minns, a lawyer from our Australia office as an auhorized person with full privileges to the Master Swap Agreement Database (of course, only I should have keyword change and deletion ability).",Formal
Sounds to me like this guy is full of shit!.   As seems to be typical for most of those retards that used to work for Wilshire.,Very Informal
"All of these deals had their facilities changed by logistics on the last two days.  I have reiterated to Lisa Kinsey the importance of her group letting us know when they make a change in facility.  All of these were physical basis trades, so they came at contract  the desk price difference is not more than . on any of the deals.  OA therefore should be minimal.PL",Neutral
Russell:Susan gave me the draft ISDA to review.  The Guaranty taht was signed in January is deficient in that I don't feel that it adequately describes financial derivatives and the termination provision doesn't work.  How do you want to proceed?Carol,Neutral
Hi!          It's great to hear from you!  I am so happy you are back at Enron.  I would love to go to dinner with you and Cindy and catch up.  It's hard for me to go to lunch these days due to EOL.  They bring lunch in everyday and we generally stay in to run our products.  Just let me know when & where you two can meet.  Maybe we can do it soon and  celebrate the upcoming  holiday season!  Take care!                                                                                                                                    Andy,Formal
"Thanks for your notes.  Just so you know, I have the Polo Sport perfume and a Victoria's Secret gift certificate for Emily.  Were there lists for you and Dad?  I can't seem to find them.",Informal
"Herman and Rose,Thank you so much for the presentation yesterday concerning accounting/financing issues in power development projects.  The presentation was extremely clear and informative.  The whole group stayed interested, which is a tribute to your preparation and delivery.Kay",Formal
The topic will the the western natural gas market.  I may have overhead slides.  I will bring handouts.,Neutral
"That's terrible about your mom.  It sounds like she will have a very roughroad ahead.  I am so sorry.  We will be praying for her.  It must beterrible too to have to wait to get into MD Anderson.  Please give her ourbest and keep us posted, I am not familiar with that kind of cancer.I'm glad you were a winner in Vegas.  When's your next trip?  We arrive inHouston on July th, then go on the family vacation July    and departHouston on th th.  We were hoping to get together with you all the fridayafter the th (the th??, I think).  Just let us know!We have just spent the whole morning trying to install the wiring in thewalls of the break room for the internal vacuum system.  You have to run thewires thru the plastic pipes that are in the walls and sometimes, like todaythey just want go...so Armin had to destroy some of the wall.  It shouldhave only been an hour job, but it turned into  hours!  All of our workers,except Claudia are on vacation this week, so we are trying to get some workdone on our house.  there's so much work and sooooo little time.Now it's time for lunch...write when you can!Connie",Informal
"I was just speaking to Ed Sacks, and he asked if we could add a new Credit person to our distribution lists, Wendy Conwell, who will be working with Ed on the power counterparties.  Her ext. is .",Neutral
"Bob,  Attached is the form of Agreement we need to use for ForeRunner.  It is the same form we used for High Mountain.  We need to make sure it reflects design and engineering services provided.  We will also need a Tasking Letter.  Ken Choyce should be able to provide a contract at ForeRunner as well as scope of work.  Let me know if you have any questions.  Thanks.",Formal
"I've dragged you to two country concerts, so you can pick this one.  Either is fine with me.  I promise.  Mom and I did have a good weekend.  We were laughing last night b/c we really didn't do anything.  We just sat around and talked and watched movies all weekend.  She said to tell you she's sorry she ruined your weekend.  I told her you didn't mind that she was here.  What'd you end up doing last night?Talk to ya later,Robin",Informal
Nice pic. I don't know if I would let him put his arm around my wife.PL,Very Informal
"Hello, I noticed you carried several of the  Zoom Zins.  Any chance you have the  year old vines version?  Please advise,John",Informal
Are you alive? How is your health? Is stress a big part of your life?Hope all is well. You are doing a great job there for us but if it gets to be too much we'll try to help. I noticed that west power has already made a fortune this year so it must be crazy. Rick,Informal
I have attached a copy of the draft response to John Pope's December th letter to Dick Ingersoll.  Please call me with your comments.  We need to send this letter by Friday.,Formal
"As promised but late.  Any comments please send them to myself and David.Regards,Jim",Neutral
"I have not yet done the performance reviews for several people in the group.  They are due by the th.  Please schedule  min. for me with each of Sara, Mary, Brent, Carol and Bob Bruce on Tuesday afternoon or Wednesday morning.",Neutral
"We have developed an intranet site/database for information tracking purposes for the California Power Issue. The intranet site will be placed on the home.enron.com webpage by Tuesday morning for all Enron employees to access. However, today, this comprehensive database is available to you for your California Power Issue needs. The database has been populated with the latest information that I have received concerning this topic and has been broken down in three categories:California Power Issues, National Power Issues and Secured Documents. It has then been broken down further into subcategories.The secured documents sections will only be accessible to those that are receiving this email. Please let me know if you believe others should have access to this information. The secured document section contains all the information that I have received that Luntz Consulting has helped us develop, i.e. principals, statements, speeches and facts, as well as, talking points and other statements developed internally. These documents can be easily switched to open access to all Enron employees if you believe that these documents should not be restricted.To access the intranet site you must be logged on to the network and then go to this link:    (It is best if you copy this link and paste it in your internet Explorer or Netscape browser.)Once you are at this site you will  be able to access all articles and information that I have collected/received concerning the California Power Issue. You can navigate the site by using the links on the left hand side of the screen. While navigating this site, keep in mind that the actual interface will be changed before we go live on Tuesday morning. To access the secured documents, click on secured documents and type in your user name, which is the same as if you are logging onto the network, and then type in your password, which is the same as if you are logging onto the network. However, if you have difficulties entering this site, you will need to change your Lotus internet password. Which is very simple to do and which you will need to do regardless if you decide to use this site or not, it is all part of the current computer migration. To change your internet password, go to this link  and then hit the edit person key. Go to the last field that says internet password and type in whatever password you would like, preferably your current network login password. (In the internet password section you will see a bunch of numbers and letters, delete those and enter your new network password.) There are still some bugs that will be worked out by Tuesday, but I thought since this is such a fast moving issue it was best to get this tool out so it could be used when needed. If you have any questions, please call me at .Thanks,Gavin",Formal
"Judy,We missed you all last night  I wanted to inform you of two things:. Bible study is lesson  for Sabbath. Sunday there is a Baby Shower at : for Melinda  do hope we canhave a good turnout.Hope to see you Friday night for Youth Service.  Have a nice day.BarbBarbara Burrell",Informal
"Ahmad,Thank you for the email.  I enjoyed our visit very much.  I wanted to thank you for taking the time especially during your weekend to spend time away from your family.  I learned a lot during the trip and I believe in the Dolphin project.  I also liked many other of the project Rick's team has put together in the Middle East.I promised you some of the speeches that I have delivered and attached below are  different ones that illustrate Enron's view of the future.Thanks again.MikeAhmad AlSayegh <asayegh@emirates.net.ae> on // :: PMTo: mike.mcconnell@enron.comcc:  Subject: visit to abudhabiDear Mike ,Thank you for taking the time to visit with us in Abudhabi .  We? hope that we can continue to?strengthen our relationship through  project Dolphin and your visit reassured us of Enron's commitment.Ahmed Al Sayegh",Neutral
We have received the executed Letter Agreement dated // amending the Electronic Trading Agreement with the referenced Counterparty.  Copies will be distributed.,Very Formal
"Have you started to set up any new books for NetCo. yet?Do you guys think we should all use the same book and portfolio codes this time to make minibooks easier?Also, I think we should have some consistency in book names (make them more descriptive).  any other suggestions?KK",Informal
"Late on October th, we received information about a nonspecific threat to the Enron Center.  We communicated with law enforcement officials who found the threat unsubstantiated and without merit.  Nonetheless we take all threats seriously and have increased the security presence at the Enron Center still further.  Once again, if you observe suspicious behavior, please call security at .",Very Formal
"Attached are nonpayments for power,gas, and financial settlements.  These are as of : a.m. today.  We will update these throughout the day.  Thanks, Leslie",Formal
"Hi Cindy,Any more sign ups from Enron?  I'm thinking of sending  a reminder out in the next day or so, and I wanted to see if you  have anyone other than me, Heather and Anne.Thanks,Kay",Neutral
"Diana,I have release a new version of Real Time to Estate Stage.  In the bottom left hand corner you can now select the portfolios which you want to see.  Please take a look at it and let me know how it goes.Regards,Will",Formal
"mom said you weren't feeling well.  i just wanted to send you an email to see how you are doing.  i hope you feel better.  hopefully you will be able to make it to denver.  this should make you feel better, i am still terrible at golf.  i shot a  the other day, so i think you can still take me.  i will be in vegas this weekend for a bachelor party but i will try to call next week.",Informal
"Tana,Hi.  Can I duck out?  I need to work most Saturdays, so I probably shouldn'tbe on the roster for Church Gormet for a while.Sorryit's my loss entirely.  John",Informal
"Hello all,Here is a credit worksheet for a deamed ISDA that Mary and I were pondering over this morning.  Please copy me on any distributions that become of this.ThanksBrant",Formal
The construction team has told us that your new offices will be ready some time next week.  Joya will be in touch to schedule your moves into your new homes!,Neutral
"We know you have questions about recent events impacting Enron and our plans for the future.  Ongoing investigations and pending litigation have made it difficult, if not impossible, to share information in a timely manner.  While we can't address certain issues, we can tell you about our initial plans to move Enron forward and emerge from bankruptcy, and we are eager to do that.We had planned to hold an allemployee meeting tomorrow, January , at the Hyatt Regency.  However, we don't want to subject you to the media frenzy that would certainly surround such a meeting, so we've decided to postpone it.  We are currently making arrangements to hold a series of employee meetings within the building to protect your privacy.  We will provide the date and times to you as soon as the logistics for those meetings are finalized.Prior to the employee meetings, we will provide an overview of Enron's new organizational structure.  You can expect that memo shortly.",Very Formal
"That's great.  What about deal ?  We have $. and we are being billed $. for meter  on contract .  Also, I faxed the Oct  TXU invoices to Trisha Hughes so she can look into the Dec  and forward problem.Megan",Neutral
I just looked over your draft of the fundamental operating standards again.  I think they are very good and I am just worried about completeness (what are we missing).  One thing that occurs to me is logistics and somehow reconciling planned physical activity to scheduled activity to actual recorded and settled activity.  Is this covered somehow??  Hope all is well.,Neutral
"I have spoke to Jeff Harbert about the use of ""Fallback Reference Price"" in the confirms and the need for an additional provision addressing ""Postponement"" (which will override our defintion of Postponement in the Master Agreement).  Please take note of this in preparing new confirms.  I have appropriate language.  Please call if you have any questions.  Sara",Formal
"Kim:  Kristen and I will be reviewing and making enhancements to this before we meet next week, but here is the sheet as it stands, now.ThanksAnne",Neutral
"Jeff, I wouldn't be too concerned about calling youknowwho an asshole.  I don't think it hurt ""W"" too much, and it gave us all something to talk and/or chuckle about.  I am very fond of using it myself, but my favorites are ""dickhead"" and ""dickbrain.""  In fact, I used them so frequently that my husband urged me to use a Spanish translation, which turned out to be Ricardo Cabeza and Ricardo Sesos (pronounced ""saysos"").  Please feel free to use those anytime you feel the urge.Seriously, thanks for the good things that are happening at our company.  The stock is looking better, and us old folks appreciate that.  Hope you are taking time to enjoy life as well.  Are you doing the MS this year?  Good luck in all your endeavors.  Fondly, Peggy",Informal
"it was ok.  i went to austin fri night and watched the ut game on sat.  how was that wedding?  was it worth going up to neckville, oklahoma? are you hitting the town this week?  let me know if you want to go get a drink.",Very Informal
"Sara,Hope all is well by you.Attached is a marked and clean draft of the confirmation for the SwapTransaction, revised to reflect our discussion on your comments. I note thatthe confirmation retains the Change in Law provision (with marked changes)for this Transaction. We agree to discuss further the Change in Lawprovision in respect of future Transactions. Please call/email me with anycomments.Regards",Formal
"In Congress' final effort to pass remaining appropriations bills this year, there have been rumors circulating that an attempt may be made to soemhow insert pipeline safety legislation.  While several members have kept the issue on their ""wish lists"" of items they would like to see in lastminute appropriations legislation, most would prefer that pipeline safety be dealt with in the next Congress  see the attached article referencing Sen. John McCain's desire to handle it next year.  I would consider it highly unlikely to see pipeline safety included in the final package.MCCAIN WANTS PIPELINE SAFETY BILL OUT OF FINAL SPENDING PACKAGE:Senate Commerce Committee Chairman John McCain, RAriz., has asked the Senate leadership to keep a pipeline safety overhaul out of the final appropriations bill. In a letter to Majority Leader Trent Lott, Miss., and Appropriations Committee Chairman Ted Stevens, RAlaska, McCain expressed reservations about inclusion of the pipeline bill (S ), which the Senate passed by unanimous consent on Sept. . McCain wrote that while he supports the legislation, he does not want authorizing provisions in the final appropriations bill. He added that the legislation ""is the product of months of work and bipartisan negotiations by the Senate Commerce Committee ... and should in no way be weakened to appease organized labor or any other special interest group."" The measure failed in the House Oct. . The  vote fell short of the twothirds majority required for passage under suspension of the rules.",Formal
"Dear Ken,We are in the process of trying to arrange a conference call with you oneither Tuesday or Wednesday of next week to discuss the paper which isattached.  ( I'm sending it along now so that you have some time to look atit.)We will be doing this by conference call and once we set a time to talk withyou, will give you the number to call.  (To set up a time, your office cancontact my assistant, Valerie Petersen either at valerie.petersen@yale.eduor at)Look forward to speaking with you next week.",Formal
"All:  Sheila and I have been trying to coordinate the account(s) to receive the shares of the above entity.  I can't locate the company on the corporate database.  My understanding is that CF First Boston will receive the shares and then transfer to our Morgan account (upon our instructions).  CF First Boston has an Enron Corp. account (pre) and can open a subaccount for EIplc.  However, two () items are required:()  a letter of beneficiary ownership()  Is EIplc a regulated UK company?  If the answer is no, then it (or the company reporting for it) must provide a net  asset valuationHas someone in London already handled these issues?  If not, can one of you supply me with that information?  We have spoken with Andrew Bracken in London  at Thanks for your help.  Sara",Formal
Here is the Brian Kerrigan/Total Return Swap/Motown information discussed in our meeting today.,Neutral
"Rod:Here are their credit issues:. In the crossdefault language that want to add language that basically says that even if a crossdefault occurs, unless the NonDefaulting determines in good faith that performance by the Defaulting Party of its obligations under the Master is ""endangered"", then no cross default is triggered.. In Credit Event Upon Merger we had commented that instaed of the ""materially weaker"" standard we wanted to specify that it meant being rated below BBB by S&P.  Do you feel strongly about this?  Alos, we usually have language that says that if an event like merger occurs and the transferee provides collateral to the other party in an amount that is satisfactory to such party, then a Credit Event Upon Merger is not triggered.  They did not want to add this carveout.  Are you okay with this?. They want a separate Event of Default that gets triggered if a MAC (below BBB) occurs.  We requested that it be out in the collateral threshold language.. They are saying that for ""operational"" purposes, they cannot agree to ""netting"".. They want as a category of Eligible Collateral governmental securities with a maturity of less than  year, valued at %.. In the CSA, if a dispute occurs with respect to either the calculation of Exposure or the calculation of the value of any colateral in connection with a party's request either for the transfer or return of collateral, normally the following procedures apply:a. the disputing party notifies the other party of the nature of the dispute by the close of business on the day following the day that the collateral request was made.b. the undisputed amount is transferred to the party making the requestc. the parties attempt to resolve the dispute by the ""Resolution Time"" and if a resolution is not reached, a recalculation of the Exposure is made and market quotations have to be obtained.We normally say that the Resolution Time is  Business Days after the dispute notice is given.  DB wants to shorten this period to  Business Day after the dispute notice is given which gives the parties less time to resolve the dispute on their own.  What do you think?. If a party holds cash as collateral, we normally say that interest earned is transferred on the first day of the month.  They want to change first to last.Let me know what you think.  I was hoping that some of these you could resolve with your counterpart at DB.Carol",Formal
Greg  here is Randy's resume. He is the guy I was telling you about on Friday as we were walking out of the building. I think he could make Enron a lot of money.Basil,Neutral
"Maybe we should have the GE call on Thursday, or maybe Friday am.",Neutral
There were a couple of cosmetic changes. This is it! Disregard the previous attachment.JAG,Neutral
"I will leave steve's situation for him to describe.  Needless to say as far as I am concerned he wasn't leaving with anybody but me.  I ran into your dad at the post office last night.  He was standing next to the mail slot crying.  It would be nice to live in Denver, just have to find a good job so that I can afford housing.PL",Formal
"Dear Bill,I am currently helping Milind Laad and Heidi Hellman establish a risk operations department for the India trading company.  I was wondering if you would have  minutes to meet with me sometime this week to discuss how you see India moving forward and in what time frame as this would help me a great deal in determining what types of systems, processes, and controls we should set up.Thanks,Shona",Formal
saban should tell him don't let the door hit you in the ass on the way out.,Very Informal
"Not at all!  Fawcett's the antsy one; he is anxious to use his new honorary law degree (ahem!).I agree it would be risky to indicate our wholehearted support of a settlement when the agreement has yet to be written.  It would be like giving SoCal a signed blank check (that's carte blancheto us lawyers), and we don't trust them that much.Once we've signed a real agreement, I do want to file something in support.  I'm just trying to plan ahead, is all.",Informal
"KathyIs soccer practice on for tonight?  It looks like it might be raining then.  Also, for the game on Sunday, what time do you want everyone to be there?ThanksSusan Pereira",Neutral
"John Van Gelder has recently transferred from EBSPortland to work in the West Origination group.John began working with Enron Energy Services as a summer intern in . In January , he started working with Enron Broadband Services, and was promoted from Associate to Manager while working with their Wholesale Origination group.John received his Bachelors degree in Mechanical Engineering at the University of Kansas and completed the Master's program at the University of Michigan's School of Business Administration.Please welcome John to our Portland office!Regards,Chris",Formal
"I assume when you say sick you were refering to Angelas friend.  If so, then no I didn't even touch her.  Angela actuall hates Nicole she says she is a ""fat ho"".  I have a very good story to tell you about what happened.",Informal
"Attached is an update of what has been complete and what is outstanding.  We are missing  valuations; Amerada Hess, LSI Preferred (We have the warrants), Merlin Credit Derivative and Chewco SLP.  Of the  privates plus Chewco SLP, we have proposal sheets and confirms for only .  The publics have all been received.We need to have the valuations, proposal sheets and confirms to Talon by Wednesday for their lawyers to review.  The deadline is still to have everything completed by this week.Please call me if you have any questions.Thanks,Gordon",Formal
"Beth Perlman, previously in charge of application development in Europe, has returned to Houston  to head up ENA's application development, as well as RAC and Treasury applications. Beth will report directly to Philippe Bibi.  In order to capitalize on the enhanced global approach that we have taken, Mark Pickering and Beth will have joint responsibility for the development groups that cross regional lines, including global products trading, power trading, and other common operations applications.Dan Bruce, previously in charge of RAC and Treasury applications, has assumed responsibility for IT support in the International regions as well as EE&CC and Asset Operations.Please join me in congratulating Beth & Dan on their new positions.Philippe BibiCTO",Neutral
what about those two?,Informal
This one has no volume but be careful.Why women can't be mechanics....,Informal
"As we all deal with the fallout from the California scene, I wanted to make sure everyone was aware of the recent report of the UK's National Audit Office (a highly creible organisation, along the lines of the US's General Accounting Office, even similar function; independent, too), saying that household electricity bills had been cut by  million pounds (if you are a Yank, multiply by . for dollars saved), since the industry was opened to competition two years ago.  Of course, much of this may be attributable to the divestment of assets in the oligopolistic generation sector, now competitive, but it is a very fari example of the benefits of competition and should be cited as a counterweight to those arguing that competition is a ""failed experiment"".  Paul Dawson, head of our UK regulatory team, can provide any necessary further insights./details.   mcs",Neutral
"Please see the attached work requests.Jim  Please verify that these will meet your needs.  Also, please note the request is a bit agressive regarding the fault information for the period.  We will know better what is available as we dig into the work.Thanks,Hollis",Neutral
"I have already notified all the exchanges we deal with of the name change, but the NYMEX says the brokers have to file some form with the CFTC, and they can't file that form until they receive the notice from us.",Neutral
"Dear Kenneth,As more and more companies move core business activities to the internet,security is becoming the number one obstacle.  The market today is turningtowards Public Key Infrastructure as the solution.  Xcert announces a free""Practical Guide to Public Key Infrastructure.""  You can pick up your  freecopy at the URL listed below:We hope it shows you about how PKI and Xcert can help you build trust withyour customers and partners on the Internet.Based in Walnut Creek, California, Xcert International is the premierdeveloper of Internet based public key infrastructure (PKI) technology.Xcerts solutions provide the ultimate Internet Security structure by goingbeyond existing security models such as firewalls, encryption and antivirussoftware. Xcert's products provide privacy and authenticity for conductingsecure Internet transactions and information sharing. Xcert develops,manufactures and distributes Certificate Authority (CA) and PKI solutionsthat use secure directory services to provide organizations and individualswith a secure and nonrepudiable method of communicating and trading witheach other over the Internet. We work with endcustomers, integrators, andcertificate service providers who are looking for a truly scalable,openstandards based, interoperable PKI solution that works over standardprotocols.We invite you to contact us at  to learn what more XcertInternational can do for you with internet PKI solutions.Sincerely,",Formal
are you burning up up there?  looks like it has been over .  i bought a new car.  i get it today.,Neutral
"Guys, pending the sale of the Wilton Centre unit, I would suggest that we not execute the gas balancing arrangement.  The parties should continue to operate and invoice based on the verbal agreement; however, lets not execute the agreement or put it in the data room.  We should represent to potential buyers that we have an interconnect agreement with Northern Border and have been accessing supply out of the Chicago spot market.All other gas supply/transport/balancing agreements for the other facilities (including the Northern Border interconnection and the ComEd reg cap deal) will be conveyed to the new buyers through the sale of the LLC.RegardsDelainey",Neutral
We have received the executed Master Power Purchase and Sale Agreement (EEI) dated // from the referenced CP.  Copies will be given to legal and credit.,Formal
"Please refer to the attached worksheet when charging/coding rd party fees & travel expense to Project Crane.  Please use the WBS element that corresponds to your group.  If your group is not represented in the structure, please call me at  so that I can add it.If your group has incurred any rd party fees/travel expense this year which was coded to your cost center, please let me know so that we can move those charges to this project #.Thanks,Rainier",Formal
"The topock Lat. is still dry as a bone at the Measurement station and at the SLX plant. See attached on liquids gathered for this months sample run. Results will follow as soon as the results come back. Thanks, Randy",Informal
"I am hosting drinks at my home and dinner at Champions Golf Club on Saturday, May  for my operations team and their spouses.  Greg and I talked about this today.  He asked me to email you so that you could put this on his calendar and said that you would email his wife to check the date as well.  If he and his wife are available, I will let you know details as it gets closer.  Thanks for your help.  Sally",Informal
